feature,group,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out
ZNF117,Adipo,1.41685032407568,1.25093936677971,1298129,0.904200492454716,1.00968276082332e-125,3.89910925545823e-123,90.0826446280992,15.5077960387695
ASPH,Adipo,2.23420548566658,1.45067606765578,1292397.5,0.900208265855893,6.54138898063357e-57,9.76890008275788e-55,95.8677685950413,54.9009692372524
C2CD2,Adipo,1.5102338264025,1.3004507192456,1290452.5,0.898853492980605,4.96843269360518e-108,1.51958520247376e-105,90.9090909090909,18.2890855457227
AL136119.1,Adipo,1.53017781891446,1.51565631771445,1288077,0.897198859065311,0,0,80.1652892561984,1.62663295406658
PECR,Adipo,1.14853910173978,1.09458392307365,1284568.5,0.894755043829863,7.16236901441482e-257,5.95270716934985e-254,82.6446280991736,6.05141171512853
LINC02607,Adipo,1.23285426648444,1.22623308050084,1284358,0.894608421881149,0,0,79.3388429752066,0.707964601769912
ACO1,Adipo,1.42217135909974,1.17863947652989,1282126.5,0.893054089916519,4.20213507680743e-86,1.01038884353097e-83,92.5619834710744,24.070796460177
OGA,Adipo,2.26135991026013,1.43941532938246,1280086,0.891632797344785,2.69136336767798e-53,3.67476831820346e-51,97.5206611570248,59.0729034976823
MARC1,Adipo,1.1238028737459,1.0708377508945,1278882.5,0.890794509861284,8.14933415475091e-250,6.49077487646421e-247,81.8181818181818,6.11883691529709
MAPK10,Adipo,2.35876122632074,1.63149606154919,1276184.5,0.888915241368982,1.65923095970594e-59,2.59975650903762e-57,97.5206611570248,43.1352718078382
PLIN5,Adipo,1.42249271660067,1.23079885444641,1274406,0.88767644262415,3.30112875996471e-98,9.14532272624716e-96,87.603305785124,19.3257479983144
RDH5,Adipo,1.21018931448336,1.04390093857897,1272077,0.886054197880425,5.51785054032552e-101,1.58611236095628e-98,88.4297520661157,18.3986514959966
FAM13A,Adipo,2.33954239090985,1.61685094828151,1268241.5,0.88338261363201,1.47282068906456e-53,2.01818665819452e-51,94.2148760330578,51.6477033291193
ADH1B,Adipo,1.90528063779079,1.59156957525665,1268226,0.883371817241488,1.40466463640012e-93,3.75536599400092e-91,89.2561983471074,20.0168563000421
CIDEC,Adipo,1.08373068770529,1.07738448489613,1266296,0.882027492486061,0,0,76.8595041322314,0.606826801517067
TLN2,Adipo,2.04224919547489,1.44421399379507,1261210.5,0.878485231582577,2.21764195769051e-55,3.14009887720243e-53,95.0413223140496,44.9641803624105
ANO6,Adipo,2.05737083747214,1.35864704609292,1260242.5,0.877810979580891,6.12636449276184e-52,8.07644968699234e-50,95.8677685950413,51.9595448798989
NEAT1,Adipo,4.32862283804715,1.11415822542985,1259016,0.876956671646937,2.49393043251658e-46,2.86322685782407e-44,100,96.881584492204
BCL2,Adipo,1.81591581735781,1.37597348928445,1254690,0.873943433879074,8.29727706431729e-66,1.4224807150041e-63,93.3884297520661,31.3021491782554
FOXP2,Adipo,1.89132386668961,1.43811577666143,1253512,0.873122908199336,8.44758149867996e-74,1.64775249120425e-71,95.8677685950413,25.9755583649389
PTPRS,Adipo,1.76856310759381,1.31584873608619,1253320.5,0.87298952053578,1.96609225724627e-59,3.05551516612936e-57,92.5619834710744,36.9911504424779
ADAMTS12,Adipo,1.39863234388341,1.19633720467734,1250958,0.871343941657699,9.55107802829292e-121,3.38099318610802e-118,86.7768595041322,13.2153392330383
TRHDE,Adipo,1.30594299507799,1.21779254188209,1249981,0.870663420784097,1.8174890271461e-214,1.28674857401523e-211,79.3388429752066,6.5149599662874
KCNIP2,Adipo,1.19047904016459,1.02826855423052,1249671.5,0.870447841244302,2.04751828448821e-92,5.39852907132889e-90,84.297520661157,18.6346396965866
ABHD5,Adipo,1.2736346850196,1.0650418630616,1247413.5,0.868875050934584,1.57924812362828e-88,3.89524096867309e-86,86.7768595041322,19.5027391487569
RHOBTB3,Adipo,2.04575058224887,1.37605736857909,1247288.5,0.868787983269077,3.7520128341297e-53,5.10474030824243e-51,95.8677685950413,44.0792246101981
PLAAT3,Adipo,1.31522421508335,1.07067674065155,1247271,0.868775793795907,2.09084907534962e-75,4.27461235292468e-73,88.4297520661157,24.3994943109987
ITSN1,Adipo,2.18370485950581,1.38409632248165,1246347.5,0.868132537883141,1.22408302113209e-48,1.45787906482557e-46,96.6942148760331,54.2182890855457
LINC02240,Adipo,1.23841016651948,1.18947713935515,1246079.5,0.867945864808294,2.62879149667826e-214,1.82729686744557e-211,76.8595041322314,6.4306784660767
GBE1,Adipo,2.12851702355974,1.32615274728116,1241699,0.86489466553827,2.33550975715238e-48,2.77294638278548e-46,98.3471074380165,52.5410872313527
FRMD4A,Adipo,2.35452640918018,1.40937102673823,1240729.5,0.864219368724598,1.04090719948219e-46,1.20226353907564e-44,98.3471074380165,57.5389801938475
FASN,Adipo,1.08751753053214,1.05386115520897,1238834,0.862899074644851,3.88629522399248e-305,4.01559331644477e-302,75.206611570248,4.02865571007164
PTPRF,Adipo,1.27530839553449,1.07773409603236,1237428.5,0.861920085813891,5.71839566805689e-99,1.5957663123028e-96,85.1239669421488,16.0134850400337
ELMOD3,Adipo,1.30625392839435,1.07851804864579,1235556,0.860615812184597,8.47820378826922e-75,1.67943113486695e-72,85.9504132231405,23.2026970080067
TRPS1,Adipo,2.56607015979701,1.51558464449824,1234929.5,0.860179429045077,2.13912525230471e-45,2.39826678946807e-43,99.1735537190083,58.8706278971766
APBB1IP,Adipo,1.30209606023646,1.10908741380046,1234673,0.860000766195457,1.27350230526912e-110,3.99075956006096e-108,84.297520661157,13.6957437842394
GABRE,Adipo,1.08724039902154,1.00704038850371,1234477,0.859864244095942,2.90808778461633e-159,1.54415422352315e-156,77.6859504132231,8.74841972187105
PCOLCE2,Adipo,1.82412127429628,1.30053075411348,1232560.5,0.85852932264839,9.44848147536993e-59,1.45070239070228e-56,95.0413223140496,32.9793510324484
TNS1,Adipo,1.92799446086301,1.180778861308,1229325.5,0.85627601146507,9.61314972133448e-46,1.09381049701291e-43,95.8677685950413,53.9738727349347
EYA2,Adipo,1.06730465604594,0.900101777686784,1228047,0.855385483382266,4.64463665073621e-115,1.55762371749382e-112,84.297520661157,12.6169405815424
PALMD,Adipo,1.83050290027282,1.24541885067208,1227184.5,0.854784716490268,8.08103147432992e-51,1.01962347952181e-48,93.3884297520661,41.4580699536452
ERV3-1,Adipo,0.908140777102246,0.804265103160136,1223048,0.851903473303312,9.57059607536372e-126,3.73360671997174e-123,79.3388429752066,11.0661609776654
CAT,Adipo,1.36434898453547,0.998823950855735,1222522,0.851537092566859,6.82927804351482e-56,9.81541837900808e-54,90.0826446280992,33.6957437842394
VKORC1L1,Adipo,1.29655487194514,1.04152284488279,1220997.5,0.850475215318337,7.63924652648814e-69,1.41774773764159e-66,85.9504132231405,24.1382216603456
DOCK11,Adipo,1.36933672969786,1.06514467844253,1220638.5,0.850225156983001,2.29357152117177e-75,4.6394461812655e-73,90.0826446280992,21.1378002528445
ALDH2,Adipo,1.44438595757567,1.04620489747738,1216760,0.847523621457652,8.95563503376661e-54,1.23603928872177e-51,90.9090909090909,34.6565528866414
ACSS2,Adipo,1.30458450891962,1.03013579037855,1214446,0.845911824833788,1.53121563926421e-61,2.50170534635512e-59,85.9504132231405,27.4673409186684
EHBP1,Adipo,2.19454794678059,1.31025417022077,1214302,0.845811522883124,1.8537680298614e-42,1.95777363396771e-40,94.2148760330578,56.8225874420565
IRS2,Adipo,1.41718689961904,1.09716817650308,1214214,0.845750227246607,6.56977376189523e-62,1.08262508918542e-59,86.7768595041322,27.1723556679309
TMEM135,Adipo,1.89724291538044,1.17781595373623,1210738,0.84332904960419,2.58452314467622e-43,2.79911910323276e-41,94.2148760330578,51.613990729035
LDLRAD3,Adipo,1.20790615302128,1.01851942387043,1208978,0.842103136873853,2.00951810426458e-97,5.48756333172423e-95,80.9917355371901,14.2098609355247
PPP2R5A,Adipo,1.39732586031468,0.994555247953676,1208328.5,0.841650733283879,1.60562054367472e-51,2.08082979678739e-49,90.0826446280992,35.2718078381795
MDFIC,Adipo,1.72087396139519,1.20516503999167,1208185.5,0.841551127874539,2.65462407335205e-49,3.22187088724832e-47,90.9090909090909,38.1626632954067
ANGPTL4,Adipo,1.09475315119663,0.980207994241433,1207817,0.841294452396625,4.25523377959665e-115,1.43966232413946e-112,76.8595041322314,11.4875684787189
LIPE-AS1,Adipo,1.18784743592687,0.995869581197104,1207549,0.841107779321778,5.10147561187103e-82,1.14055271413708e-79,80.9917355371901,17.6485461441214
LINC02237,Adipo,1.03446660956535,0.966197559830971,1207239,0.840891851511321,2.99809208242953e-264,2.60500132734917e-261,72.7272727272727,4.1550779603877
DIRC3,Adipo,1.29375339388324,1.08928656172579,1206165.5,0.840144114399947,1.91415761458918e-80,4.11124493052578e-78,80.1652892561984,17.9856721449642
SLC1A3,Adipo,1.48842635192858,1.17722471314507,1205567,0.8397272344175,1.4749498084633e-62,2.4410738583273e-60,85.1239669421488,25.4277286135693
SGK2,Adipo,0.844182426878338,0.826210694593758,1205146.5,0.839434338790735,0,0,69.4214876033058,1.78676780446692
PCSK5,Adipo,1.65140635049871,1.24819246608652,1204992,0.839326723156168,3.98149085819645e-60,6.31603224065181e-58,88.4297520661157,26.8605141171513
DLC1,Adipo,2.75758724772306,1.4341897719112,1204047.5,0.838668839875598,1.42862969786072e-39,1.41864784360814e-37,100,63.1268436578171
LAMA4,Adipo,2.1815147512484,1.31355370690892,1203658,0.838397537029878,1.73371036839692e-41,1.8109694288028e-39,95.0413223140496,53.8053097345133
ITIH5,Adipo,1.33273053610994,1.13211423424383,1202691,0.837723981569517,4.02668420164952e-99,1.13194238024458e-96,79.3388429752066,13.4766118836915
FOXO1,Adipo,2.03175724145399,1.25753436617798,1201352,0.836791312736606,9.6146080951077e-42,1.01260628673295e-39,95.8677685950413,51.6055625790139
ITGA7,Adipo,1.3230693950297,0.978540986566626,1201312.5,0.836763799354306,1.22969628766355e-56,1.82219065014206e-54,88.4297520661157,28.7989886219975
FGF12,CM,4.31740750860969,3.93813953151689,27171519.5,0.997159758262651,0,0,99.7704165300098,24.2251314758868
RYR2,CM,5.02675617374244,4.2732888120147,27152369.5,0.99645697793523,0,0,99.7704165300098,39.2861139084704
TTN,CM,5.19029518042907,3.96684396940693,27140634,0.996026300205076,0,0,99.93440472286,58.9347655812913
TECRL,CM,3.09403255843068,2.84452878736911,26957807.5,0.989316803206058,0,0,98.8192850114792,16.8848606915072
MLIP,CM,3.16582835090164,2.92391896635783,26912417.5,0.987651048685869,0,0,98.3273204329288,17.310059304017
LDB3,CM,2.98932718011698,2.65739286432364,26855306,0.985555130217488,0,0,98.9504755657593,20.8011637014658
RBM20,CM,2.79046017357826,2.59645261351634,26805890,0.983741626684338,0,0,97.9993440472286,13.6063556003133
TRDN,CM,2.73387684539929,2.53990896110092,26800771.5,0.983553784328938,0,0,97.9337487700886,14.5238894483607
PAM,CM,3.72577702586374,2.41918303609259,26776335,0.982656996262567,0,0,99.3440472285995,68.0541568759092
LINC02208,CM,3.4920966695305,3.28957203697714,26774815.5,0.982601232570268,0,0,97.5729747458183,14.1770168960501
PDLIM5,CM,3.59726082155824,2.3919727513973,26765456,0.982257750978911,0,0,99.1472613971794,62.7279847823654
MYBPC3,CM,2.77032553644683,2.48475285983741,26761373,0.982107910139388,0,0,98.3929157100689,18.8765805080005
LINC02248,CM,2.51283372228105,2.46761250792934,26683180.5,0.979238346131459,0,0,96.3594621187275,3.62537764350453
CADPS,CM,2.46019896152221,2.3893200177525,26670935.5,0.978788970407737,0,0,96.7202361429977,5.38211927940025
PALLD,CM,3.32600255659238,2.63666499365309,26657753,0.978305189641877,0,0,98.7208920957691,41.0652344187087
DMD,CM,3.95075658452929,2.92248833938983,26654135,0.978172413703255,0,0,98.8848802886192,52.0196934094215
CMYA5,CM,2.91566378651796,2.42430550291865,26632325,0.977372014802939,0,0,98.6552968186291,31.8115698780351
PPP1R12B,CM,3.18439069387934,2.3294965505912,26623034.5,0.977031065422683,0,0,98.9176779271892,50.4643616426094
SLC8A1,CM,4.03815694463081,2.89864524987752,26620202.5,0.97692713467139,0,0,99.2784519514595,52.6798702025288
AC092353.2,CM,2.98606802343549,2.89259416845641,26565682,0.974926302564803,0,0,96.0970810101673,6.62414680541569
CTNNA3,CM,3.21358375484013,2.76284143429669,26565067.5,0.974903751206516,0,0,98.3601180714989,24.4824885308269
SGCD,CM,3.16216600369813,2.5163512124978,26557469.5,0.974624914395668,0,0,98.3273204329288,39.1182723509008
NEBL,CM,3.14741784608388,2.55383524429284,26541219,0.974028541982574,0,0,99.2128566743195,31.5765916974376
SORBS2,CM,3.36881497846395,2.63061781885868,26523458,0.973376736165586,0,0,99.0488684814693,37.8986236992279
ERBB4,CM,3.07943442766195,2.64538089169162,26512728.5,0.972982977339316,0,0,98.1305346015087,24.0013427324606
RABGAP1L,CM,3.35383039753613,2.11433609847735,26506443,0.972752307587462,0,0,98.9504755657593,65.9281638133602
CHRM2,CM,2.69947557739281,2.60645822146313,26503486.5,0.972643807846574,0,0,95.736306985897,7.08291372943941
MYOM1,CM,2.80493655397753,2.43423275483202,26455686.5,0.970889609431393,0,0,98.0321416857986,24.4936779679982
KCNMB2,CM,2.57939054815754,2.3723554776006,26426704,0.969825989022021,0,0,96.9170219744178,14.6581626944165
KCNJ3,CM,2.17255520031165,2.1091615043095,26419657.5,0.969567391550628,0,0,95.0803542144966,5.13595166163142
TTN-AS1,CM,2.73391365125614,2.29030885873613,26368237.5,0.967680343799402,0,0,97.113807805838,32.4381783596285
MYO18B,CM,2.10241199593952,2.04143732953106,26343593.5,0.96677594075037,0,0,94.7523778287963,5.09119391294618
NEXN,CM,2.57964998231996,2.16021053204437,26303029,0.965287275863077,0,0,97.7369629386684,28.5330647868412
FHOD3,CM,1.9304909630234,1.83416317251591,26247235,0.963239707947249,0,0,95.2115447687767,7.53049121629182
CACNA1C,CM,3.57239716514833,2.83754087841672,26241096,0.963014414556647,0,0,98.622499180059,36.7796799820969
SORBS1,CM,3.13191315253938,2.36944621403478,26218302,0.962177904124102,0,0,98.8848802886192,41.9939577039275
ANK2,CM,2.89008122033138,2.30007630863032,26202072,0.961582284034596,0,0,97.9337487700886,34.9334228488307
RALYL,CM,2.15600975314387,2.1013633048098,26136638,0.959180940538802,0,0,92.9813053460151,4.30793331095446
DPY19L2,CM,1.81596241865813,1.7241825292242,26121676.5,0.95863187276498,0,0,94.3916038045261,7.89974264294506
ESRRG,CM,2.20754766443214,2.06551438475569,26100300.5,0.957847401105505,0,0,94.5227943588062,10.5068815038604
TBX5,CM,1.91144689238906,1.81434502245666,26098265.5,0.957772719227369,0,0,93.8340439488357,8.07877363768603
DAPK2,CM,2.16387669418196,1.98083576712003,26056678.5,0.95624652990745,0,0,95.5067235159069,13.8189549065682
CDH2,CM,2.25381250815218,2.01370223577933,26012347.5,0.95461963932286,0,0,95.736306985897,17.4443325500727
TACC2,CM,2.05506681404418,1.77565654406378,26009629,0.954519873875336,0,0,96.1954739258773,22.4907687143337
RBM24,CM,1.60869494234347,1.53534415804552,25941846,0.952032325105959,0,0,93.2764840931453,6.28846369027638
ALPK2,CM,1.52571334126927,1.48072335212783,25918118,0.951161538076767,0,0,92.0957691046245,4.01700794450039
AKAP6,CM,2.38531592049334,2.05709297954395,25884948.5,0.949944260161864,0,0,96.3594621187275,21.1144679422625
OBSCN,CM,1.84906588645396,1.65662135287293,25865230,0.94922061661689,0,0,94.6539849130862,16.0792212151729
AC090348.1,CM,1.63516996552107,1.60618562694576,25825087.5,0.947747438585899,0,0,90.6526730075435,2.47286561485957
CACNB2,CM,2.62890181131788,2.19935084737611,25814978,0.94737643296083,0,0,96.8514266972778,25.0867181380777
CCSER1,CM,2.64677794670513,2.23275064419879,25786103,0.946316757662957,0,0,96.4906526730076,24.415351907799
MIR133A1HG,CM,1.51690445366899,1.48717687921086,25777289.5,0.945993313568141,0,0,90.5214824532634,2.80854872999888
GREB1L,CM,1.52210944795837,1.4517519019751,25644392.5,0.941116164890688,0,0,91.5382092489341,5.84088620342397
CORIN,CM,1.9955823234641,1.87205577811932,25618342,0.94016014510377,0,0,91.472613971794,9.88027302226698
PDE3A,CM,3.07755918488942,2.15935497142995,25611849,0.939921860369256,0,0,97.5729747458183,47.2082354257581
SGCG,CM,1.52672719791104,1.46205945066781,25611317.5,0.939902355004033,0,0,90.7182682846835,5.60590802282645
AC009878.2,CM,1.44194139130103,1.42752800112092,25609741.5,0.939844517834528,0,0,88.6520170547721,1.45462683227034
PXDNL,CM,2.62266601594439,2.10125772703245,25586602.5,0.938995346346476,0,0,97.179403082978,29.7079556898288
PDE4DIP,CM,1.99072408964905,1.60035968150622,25578308,0.938690948882988,0,0,96.6546408658577,29.2268098914625
AC009264.1,CM,1.61728712376663,1.58429304000099,25571481.5,0.938440425128151,0,0,89.0783863561824,2.79735929282757
AL356737.2,CM,1.6270755731604,1.59745903716846,25568006.5,0.93831289710529,0,0,88.8488028861922,2.46167617768826
ACTN2,CM,2.11562033690144,1.80631469502525,25561699.5,0.938081438331136,0,0,96.1954739258773,20.9801946962068
LMO7,CM,1.82434806023371,1.55229704689768,25544119,0.937436256631595,0,0,95.3755329616268,21.4277721830592
TMEM178B,CM,1.82412820071926,1.7079573158434,25535524.5,0.937120849554623,0,0,90.8822564775336,9.76837865055388
MYOZ2,CM,1.920243151614,1.66963178584011,25511132,0.936225676231562,0,0,95.2443424073467,17.5114691731006
FBXO40,CM,1.43726678146506,1.37315310023594,25494956.5,0.935632056221839,0,0,90.1607084289931,5.58352914848383
MYPN,CM,1.48371513177644,1.43977981833136,25462043,0.93442417317711,0,0,89.1439816333224,4.00581850732908
ADGRL2,CM,2.47914909722759,1.94536204318022,25459423.5,0.934328040902035,0,0,95.8346999016071,34.9334228488307
MYLK3,CM,1.71821221695563,1.58288056091324,25447073.5,0.933874811813594,0,0,91.5710068875041,10.5852075640595
SYNPR,CM,1.79121627877864,1.75297924968794,25435014.5,0.933432262050233,0,0,87.9960642833716,3.17780015665212
MYH6,CM,3.65096997590547,2.43542560925789,25356047.5,0.930534274890158,0,0,99.5736306985897,57.1780239453956
TNNT2,CM,2.88062871846081,2.12119096793555,25337798,0.929864541752546,0,0,98.8848802886192,40.1700794450039
ZNF385B,CM,1.80901921986427,1.72396591540052,25243534,0.926405174400902,0,0,88.1272548376517,6.76960948864272
ATP2A2,CM,2.39880989609116,1.65443062331262,25238632.5,0.926225295665922,0,0,97.6713676615284,46.9732572451606
MYOM2,CM,2.07413776795663,1.82209460771335,25228900,0.925868125455133,0,0,91.8989832732043,17.1534071836187
NCAM1,CM,1.81046265897369,1.58683372808492,25228450,0.925851611034906,0,0,93.9652345031158,14.7252993174443
PKP2,CM,1.50214510688983,1.35610564696771,25188824.5,0.924397406237819,0,0,91.3414234175139,12.7895266868077
DTNA,CM,2.42822520550823,1.86829721467388,25137764,0.922523551673419,0,0,96.2938668415874,31.6661071948081
WNK2,CM,1.48179356581,1.40912891120184,25108680.5,0.921456224694174,0,0,87.4385044276812,6.310842564619
PPARGC1A,CM,1.4253736121398,1.34368905632651,25097292,0.92103828141695,0,0,88.1928501147917,7.19480810115251
PRKAA2,CM,1.45005989787938,1.30856879931378,25081210.5,0.920448111086119,0,0,91.0462446703838,11.9950766476446
TRDN-AS1,CM,1.55664991217709,1.51394109473314,25053751.5,0.919440401163892,0,0,85.7986224991801,3.68132482936108
MTUS2,CM,1.61031765567063,1.43502852853943,25024117,0.918352853194548,0,0,91.6038045260741,13.0356943045765
PPM1K,CM,1.73972135522503,1.50515622962348,24955702,0.915842110839431,0,0,91.3414234175139,19.0108537540562
MYOCD,CM,1.50070862158668,1.39255178998478,24950114.5,0.915637056788284,0,0,89.0127910790423,7.41859684457872
AC092353.1,CM,1.38680701735481,1.36315748836097,24908875,0.914123620270651,0,0,83.9947523778288,2.22669799709075
SAMD4A,CM,2.48143238046615,1.76576892044814,24899725.5,0.913787845408732,0,0,97.0482125286979,43.4933422848831
FILIP1,CM,2.29722820877057,1.69831651263232,24885608.5,0.913269769696868,0,0,96.4578550344375,36.7684905449256
AGBL4,CM,1.93682385436709,1.65208878051797,24861977,0.912402524093346,0,0,94.4571990816661,16.3925254559696
NCKAP5,CM,1.90863287861027,1.61002250703371,24838186.5,0.911529443394678,0,0,93.7684486716956,18.4737607698333
MYOM3,CM,1.15990331131477,1.10946887509439,24829059.5,0.911194494253771,0,0,85.63463430633,4.63242698892246
MITF,CM,1.81393385724671,1.51055090607663,24795374.5,0.909958298153031,0,0,92.9485077074451,21.1704151281191
OTOGL,CM,1.31643548476132,1.27319194006522,24789676.5,0.909749188894251,0,0,84.3883240406691,3.63656708067584
TRIM55,CM,1.1528294221331,1.1140618505309,24744006.5,0.908073158734809,0,0,84.322728763529,3.49110439744881
SNHG14,CM,2.46717106831322,1.4996879182004,24721194,0.9072359693761,0,0,96.9826172515579,57.6703591809332
SLC8A1-AS1,CM,1.45661867418174,1.3068955402257,24705037.5,0.906643046641897,0,0,89.5047556575927,11.2677632315095
ANKRD1,CM,2.65840160441595,2.01406812204381,24703909.5,0.906601650495196,0,0,96.9498196129879,36.6565961732125
ANO5,CM,1.3081444316517,1.21312678276807,24699836.5,0.906452176642789,0,0,86.3233847163004,9.01868636007609
PDZRN3,CM,1.9576530106337,1.64631690929874,24670704.5,0.905383069776031,0,0,92.1941620203345,19.4584312409086
AC018464.1,CM,1.29558990027416,1.21660741293385,24660231.5,0.904998724169291,0,0,85.8970154148901,6.53463130804521
PTPRM,EC,3.35320543675875,2.09496352080216,13631340,0.942652202100532,0,0,96.8405584129317,66.1458823529412
LDB2,EC,3.40123387481755,2.65609284051957,13314930,0.9207714051087,0,0,95.8119030124908,35.1152941176471
VWF,EC,2.53144847048926,2.27542626620175,13291716.5,0.919166114880927,0,0,90.3012490815577,15.7741176470588
FLT1,EC,2.43212552173879,2.24232477968217,13126695.5,0.90775436746337,0,0,85.6722997795739,14.2211764705882
PTPRB,EC,2.16458194541122,1.99644145828068,13054239.5,0.902743795651986,0,0,84.643644379133,12.0847058823529
ANO2,EC,2.17876156493424,2.03443175601428,12896407,0.891829156761897,0,0,82.365907421014,9.41176470588235
ST6GALNAC3,EC,2.4487367222219,2.10127024481195,12744918,0.881353191857198,0,0,86.8479059515063,17.7976470588235
EGFL7,EC,1.92596013286803,1.73256571766363,12683307,0.877092587630203,0,0,81.8515797207935,12.5364705882353
BTNL9,EC,2.03937401938177,2.00940769678981,12584520.5,0.870261174741756,0,0,74.9448934606907,2.77647058823529
EMCN,EC,2.2530757573153,1.91734116060075,12495899.5,0.864132739767472,0,0,85.6722997795739,15.5858823529412
SHANK3,EC,1.59293125442121,1.44905475966116,12260366,0.847844819985305,0,0,75.165319617928,12.1223529411765
